titulo,autores,anio,revista,doi,bloque,consulta,fuente_api,resumen
The 1990 catalog of mapped genes and report of the nomenclature committee (Part 1 of 3),"McAlpine, P.J.; Stranc, L.C.; Boucheix, C.; Shows, T.B.; Walters, J.",2010,Cytogenetics and Cell Genetics,10.1159/000132995,C_extraccion_desde_ingredientes,"""ingredient"" ""nomenclature"" food labels",Crossref,
The 1991 catalog of mapped genes and report of the nomenclature committee (Part 1 of 5),"McAlpine, P.J.; Shows, T.B.; Boucheix, C.; Huebner, M.; Anderson, W.A.",2010,Cytogenetics and Cell Genetics,10.1159/000133160,C_extraccion_desde_ingredientes,"""ingredient"" ""nomenclature"" food labels",Crossref,
"Linking biodiversity, food and nutrition: The importance of plant identification and nomenclature","Nesbitt, Mark; McBurney, Rory P.H.; Broin, Melanie; Beentje, Henk J.",2010,Journal of Food Composition and Analysis,10.1016/j.jfca.2009.03.001,C_extraccion_desde_ingredientes,"""ingredient"" ""nomenclature"" food labels",Crossref,
The contribution of food composition resources to nutrition science methodology,Paul Finglas; Mark Roe; Hannah Pinchen; Siân Astley,2017,Nutrition Bulletin,10.1111/nbu.12274,D_calidad_open_food_facts,"""food composition database"" ""data quality""",OpenAlex,"Abstract Advances in nutrition science methods and tools have underpinned better understanding of the complex interactions between diet, nutrition and health. One example is the development of food composition tables, which provide detailed information about the energy and nutrient content of foods. They are important in many fields, including clinical practice and research, and are used in a variety of ways; for example, to assess national population‐level programmes and surveys, formulate emergency food supplies and develop therapeutic diets. In recent years, food composition tables have widened in scope and accessibility but most do not include bioactive compounds, the consumption of which is associated with reduced risk of cancer and cardiovascular disease. Established in 2009, European Food Information Resource (EuroFIR) Association Internationale Sans But Lucratif (AISBL) is a non‐profit member‐based association in Belgium and a leading advocate for food information in Europe. It promotes the use of food composition data across the wider food, nutrition and health research and policy landscapes, raises awareness and understanding of the value of these data, especially for consumers in making healthier dietary choices, and works with other organisations [e.g. Food and Agriculture Organization (FAO) of the United Nations] to facilitate improved data quality, storage and access to encourage wider exploitation of food composition data for both research and commercial purpos"
Data Quality Assurance and Analysis for Food Science Data,Konstantina Gemenetzi,2015,Repository for Publications and Research Data (ETH Zurich),10.3929/ethz-a-010510135,D_calidad_open_food_facts,"""food composition database"" ""data quality""",OpenAlex,"Data is of paramount significance in every information system.Even though data quality might have a different meaning for different users and applications, it is always recognized that the quality of the data in an information system can have a large impact to the quality and value of every other aspect of the system.In this master thesis, we model and quantify data quality in information systems with the use of constraints.We propose a novel concept for a highly flexible and configurable data quality management framework that can easily be adapted to the needs of different users and applications.For this purpose, we introduce the notion of contracts, which are simple, interchangeable files that allow each user and application of the system to specify an individual importance weight for each quality-related constraint, thus enabling the creation of unique quality profiles.Our framework allows the user to validate data during input, as well as analyze, quantify and visualize the overall quality of the data at any time.For both the data input validation and the data quality analysis, the user is able to select the data entities and constraint groups that should be validated and analyzed, as well as the contract (quality profile) that should be used for the validation and analysis.To measure quality, we defined a novel quality calculation scheme and scale.For the definition, validation and management of the constraints in a unified way, we use the bean validation 1 specification"
Collection of annotated data in a clinical validation study for alarm algorithms in intensive care—a methodologic framework,"Siebig, Sylvia; Kuhls, Silvia; Imhoff, Michael; Langgartner, Julia; Reng, Michael; Schölmerich, Jürgen; Gather, Ursula; Wrede, Christian E.",2010,Journal of Critical Care,10.1016/j.jcrc.2008.09.001,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref,
Evaluating Value-at-Risk Models with Desk-Level Data,"Berkowitz, Jeremy; Christoffersen, Peter; Pelletier, Denis",2011,Management Science,10.1287/mnsc.1080.0964,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref," We present new evidence on disaggregated profit and loss (P/L) and value-at-risk (VaR) forecasts obtained from a large international commercial bank. Our data set includes the actual daily P/L generated by four separate business lines within the bank. All four business lines are involved in securities trading and each is observed daily for a period of at least two years. Given this unique data set, we provide an integrated, unifying framework for assessing the accuracy of VaR forecasts. We use a comprehensive Monte Carlo study to assess which of these many tests have the best finite-sample size and power properties. Our desk-level data set provides importance guidance for choosing realistic P/L-generating processes in the Monte Carlo comparison of the various tests. The conditional autoregressive value-at-risk test of Engle and Manganelli (2004) performs best overall, but duration-based tests also perform well in many cases. 
                   This paper was accepted by John Birge, focused issue editor. "
Production of an Anthocyanin-Rich Vegetable Juice Concentrate from Cull Red Radishes for Use as a Food Colorant,Scott David Kottman,2011,OhioLink ETD Center (Ohio Library and Information Network),,E_sustitucion_natural_sintetico,"""natural colorants"" ""synthetic dyes"" replacement",OpenAlex,"Anthocyanins are widely distributed compounds in nature that serve a dual purpose: they produce a wide array of vibrant colors and they possess potent antioxidant properties.The ability to harvest the natural rich colors of anthocyanins as a potential replacement for synthetic dyes such as FD&C Red No. 40 will fulfill the modern consumer's demand for a more natural and healthful product.Anthocyanins present in red radish skins provide color intensity, under acidic conditions, similar to that of FD&C Red No. 40 and could provide a useful tool for the food industry.Additionally, radish anthocyanins exhibit higher stability than most other anthocyanin extracts.The objective of this work was to harvest an anthocyanin-rich natural colorant from cull radishes, a waste product, in order to produce a high quality product free of undesirable aromas that provides color and added value suitable for food applications.From cull or premium radish skins, the color was extracted by abrasive action or steam to produce a colored juice.Filtration, evaporation, salt and acid addition and heat were evaluated as means of removing undesirable aromas and flavors or minimize their"
Pigments extracted from Melastoma Malabathricum (Senduduk) fruits for possible application as a biological stain and cosmetic colourant,Fatin Anisah Nor Azman,2016,,,E_sustitucion_natural_sintetico,"""natural colorants"" ""synthetic dyes"" replacement",OpenAlex,"Melastoma malabathricum Linn is a shrub that belongs to the family Melastomataceae and a common plant with pigment that considered a potential replacement for synthetic dyes. The objective for this study is to explore a biological stain and cosmetic dye from extracted melastoma malabathricum. Fresh fruit of Melastoma malabathricum was collected at Jeli,Kelantan. Plant pigment from the fruit was extracted with ethanol and solvent was removed under reduced pressure. Purple pigment from fruit was extracted with ethanol and was used to stain epidermal cell of Allium cepa (onion) and human cheek cell.The plant pigment was also used to color glycerin soap. From the result, it had proved that pigment of Melastoma malabathricum was able to stain onion epidermal cell and human cheek cells with purple color. Glycerin soap incorporated with 5% (w/w). 2.5% (w/w) and 1.25% (w/w) of pigment was colored with blue color. However, the color was fading over time. In conclusion, this study was revealed that the pigment from fruit of Melastoma malabathricum can be used as a biological stain after a further development. However, Melastoma malabathricum was not able to be used as natural colorant for soap."
Natural Food Colorant Applications in the Food Industry: Alternatives for Overcoming Stability Limitations,Laura Arroyo-Esquivel; Patricia Esquivel,2026,Colorants,10.3390/colorants5030027,E_sustitucion_natural_sintetico,"""natural colorants"" ""synthetic dyes"" replacement",OpenAlex,"The replacement of synthetic dyes with natural food colorants has become a priority for the food industry, as emerging evidence from in vitro and animal studies on the potential neurotoxic and pro-inflammatory effects of certified dyes converges with consumer pressure for clean-label formulations. Yet despite this, the industrial uptake of natural pigments remains uneven, held back by stability limitations that differ considerably from one pigment class to the next and from one food matrix to another. This review covers the chemistry, industrial applications, and stabilization approaches of the main natural colorant groups: carotenoids, anthocyanins, betalains, chlorophylls, curcuminoids, phycocyanin, and genipin-derived pigments, with particular attention to the physicochemical reasons behind their instability and the practical tools available to address it. Among stabilization strategies, spray-drying microencapsulation with composite protein–polysaccharide wall materials is often the most scalable and cost-effective option, whereas freeze drying may be preferable for high-value pigments or applications in which maximum pigment retention is the priority. Whether the encapsulating matrix remains in a glassy or rubbery state stands out as a key factor governing oxidative degradation across all pigment categories, which makes water activity management a non-negotiable element of any serious formulation effort. Anthocyanins require more than physical encapsulation alone: copigm"
